name,slot,cooltime,passive,aoe,icon_filename,used_on,level_progress_description,aoe_1,single_target_1,self_effect_1,chance_1,on_crit_1,on_death_1,random_1,quantity_1,all_1,self_hp_1,target_hp_1,damage_1,note_1,aoe_2,single_target_2,self_effect_2,chance_2,on_crit_2,on_death_2,random_2,quantity_2,all_2,self_hp_2,target_hp_2,damage_2,note_2,aoe_3,single_target_3,self_effect_3,chance_3,on_crit_3,on_death_3,random_3,quantity_3,all_3,self_hp_3,target_hp_3,damage_3,note_3,aoe_4,single_target_4,self_effect_4,chance_4,on_crit_4,on_death_4,random_4,quantity_4,all_4,self_hp_4,target_hp_4,damage_4,note_4,aoe_5,single_target_5,self_effect_5,chance_5,on_crit_5,on_death_5,random_5,quantity_5,all_5,self_hp_5,target_hp_5,damage_5,note_5,id_1,url_1,name_1,is_buff_1,type_1,id_2,url_2,name_2,is_buff_2,type_2,id_3,url_3,name_3,is_buff_3,type_3,id_4,url_4,name_4,is_buff_4,type_4,id_5,url_5,name_5,is_buff_5,type_5
Glaring Mists(Passive),3,0.0,True,False,skill_icon_0011_7_5.png,"[833, 838]",[],False,False,False,20.0,False,False,False,-1.0,False,False,False,False,On any ally,False,True,False,-1.0,False,False,False,25.0,False,False,False,False,Ally with lowest HP %,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,35.0,https://swarfarm.com/api/v2/skill-effects/35/,Heal,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Serenity,3,6.0,False,True,skill_icon_0011_8_5.png,"[839, 834]","['Recovery +10%', 'Recovery +10%', 'Recovery +10%', 'Cooltime Turn -1']",True,False,False,-1.0,False,False,False,2.0,False,False,False,False,,True,False,False,-1.0,False,False,False,15.0,False,True,True,False,,True,False,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,9.0,https://swarfarm.com/api/v2/skill-effects/9/,Immunity,True,Buff,35.0,https://swarfarm.com/api/v2/skill-effects/35/,Heal,True,Neutral,4.0,https://swarfarm.com/api/v2/skill-effects/4/,Increase CRI Resist,True,Buff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_2_6.png,[243],"['Damage +5%', 'Damage +5%', 'Damage +5%', 'Damage +15%']",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_1_6.png,[600],"['Damage +5%', 'Damage +5%', 'Damage +5%', 'Damage +15%']",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_3_6.png,"[1052, 533]","['Damage +5%', 'Damage +5%', 'Damage +5%', 'Damage +15%']",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_5_6.png,[742],"['Damage +5%', 'Damage +10%', 'Damage +10%']",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_4_6.png,[672],"['Damage +5%', 'Damage +5%', 'Damage +5%', 'Damage +15%']",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_1_7.png,[743],"['Damage +10%', 'Damage +10%', 'Damage +10%']",False,False,True,-1.0,False,False,False,50.0,False,False,False,True,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,35.0,https://swarfarm.com/api/v2/skill-effects/35/,Heal,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_8_6.png,[244],"['Damage +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",False,True,False,15.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_6_6.png,[601],"['Damage +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",False,True,False,10.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,27.0,https://swarfarm.com/api/v2/skill-effects/27/,Freeze,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_9_6.png,[534],"['Damage +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",False,True,False,15.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Will-o'-the-Wisp,1,0.0,False,False,skill_icon_0001_0_7.png,[673],"['Damage +10%', 'Damage +10%', 'Damage +10%', 'Effect Rate +20%']",False,True,False,30.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,29.0,https://swarfarm.com/api/v2/skill-effects/29/,Disturb HP Recovery,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Enchant,2,4.0,False,False,skill_icon_0001_3_7.png,"[243, 244]",['Cooltime Turn -1'],False,True,False,100.0,False,False,False,2.0,False,False,False,False,,False,False,True,100.0,False,False,False,-1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,25.0,https://swarfarm.com/api/v2/skill-effects/25/,Sleep,False,Debuff,39.0,https://swarfarm.com/api/v2/skill-effects/39/,Additional Turn,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Enchant,2,4.0,False,False,skill_icon_0001_6_7.png,"[743, 742]",['Cooltime Turn -1'],False,True,False,100.0,False,False,False,2.0,False,False,False,False,,False,False,True,100.0,False,False,False,-1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,25.0,https://swarfarm.com/api/v2/skill-effects/25/,Sleep,False,Debuff,39.0,https://swarfarm.com/api/v2/skill-effects/39/,Additional Turn,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Soul Snatcher,2,4.0,False,False,skill_icon_0001_2_7.png,"[600, 601]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,False,True,-1.0,False,False,False,100.0,False,False,False,True,,True,False,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,45.0,https://swarfarm.com/api/v2/skill-effects/45/,Self-Heal,True,Neutral,42.0,https://swarfarm.com/api/v2/skill-effects/42/,Steal Buff,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Soul Snatcher,2,4.0,False,False,skill_icon_0001_4_7.png,"[534, 1052, 533]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,False,True,-1.0,False,False,False,100.0,False,False,False,True,,False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,45.0,https://swarfarm.com/api/v2/skill-effects/45/,Self-Heal,True,Neutral,42.0,https://swarfarm.com/api/v2/skill-effects/42/,Steal Buff,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Soul Snatcher,2,4.0,False,False,skill_icon_0001_5_7.png,"[673, 672]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,False,True,-1.0,False,False,False,100.0,False,False,False,True,,False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,45.0,https://swarfarm.com/api/v2/skill-effects/45/,Self-Heal,True,Neutral,42.0,https://swarfarm.com/api/v2/skill-effects/42/,Steal Buff,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Phantom Light,3,3.0,False,False,skill_icon_0001_7_6.png,"[243, 244]","['Damage +10%', 'Damage +10%', 'Damage +10%']",False,False,True,-1.0,False,False,False,50.0,False,False,False,True,,False,True,False,50.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,45.0,https://swarfarm.com/api/v2/skill-effects/45/,Self-Heal,True,Neutral,31.0,https://swarfarm.com/api/v2/skill-effects/31/,Brand,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cleanse,3,5.0,False,True,skill_icon_0001_7_7.png,"[600, 601]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",True,False,False,100.0,False,False,False,-1.0,True,False,False,False,,True,False,False,-1.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,34.0,https://swarfarm.com/api/v2/skill-effects/34/,Cleanse,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sweet Talk,3,4.0,False,False,skill_icon_0001_8_7.png,"[534, 1052, 533]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,2.0,False,False,False,False,,False,True,False,100.0,False,False,False,2.0,False,False,False,False,,False,True,False,100.0,False,False,False,2.0,False,False,False,False,,False,True,False,-1.0,False,False,False,50.0,False,False,False,True,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,19.0,https://swarfarm.com/api/v2/skill-effects/19/,Decrease ATK,False,Debuff,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,21.0,https://swarfarm.com/api/v2/skill-effects/21/,Decrease SPD,False,Debuff,67.0,https://swarfarm.com/api/v2/skill-effects/67/,Debuff Bonus Damage,True,Neutral,-1,-1,-1,-1,-1
Reincarnate,3,7.0,False,False,skill_icon_0001_9_7.png,"[673, 672]","['Cooltime Turn -1', 'Cooltime Turn -1', 'Cooltime Turn -1', 'Cooltime Turn -1']",False,False,True,-1.0,False,False,False,-1.0,False,False,False,False,Instantly after using this skill,False,False,True,-1.0,False,False,False,50.0,False,False,False,False,"every time you use [Reincarnate], up to 5 times",False,False,True,-1.0,False,False,False,50.0,False,False,False,False,"every time you use [Reincarnate], up to 5 times",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,39.0,https://swarfarm.com/api/v2/skill-effects/39/,Additional Turn,True,Neutral,86.0,https://swarfarm.com/api/v2/skill-effects/86/,Accumulate ATK,True,Neutral,87.0,https://swarfarm.com/api/v2/skill-effects/87/,Accumulate DEF,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nightmare,3,4.0,False,False,skill_icon_0001_0_8.png,"[743, 742]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,False,True,100.0,False,False,False,-1.0,False,False,False,False,If target is asleep,False,True,False,100.0,True,False,False,-1.0,False,False,False,False,,False,True,False,-1.0,True,False,False,-1.0,False,False,False,False,"For stun, if critical hit",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,66.0,https://swarfarm.com/api/v2/skill-effects/66/,Guaranteed Critical Hit,True,Neutral,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,69.0,https://swarfarm.com/api/v2/skill-effects/69/,Ignore Resistance,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ninja Stars,1,0.0,False,False,skill_icon_0004_3_4.png,"[246, 245]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%']",False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ninja Stars,1,0.0,False,False,skill_icon_0004_2_4.png,"[1057, 602, 603]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%']",False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ninja Stars,1,0.0,False,False,skill_icon_0004_4_4.png,"[535, 536]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%']",False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ninja Stars,1,0.0,False,False,skill_icon_0004_5_4.png,"[675, 674]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%']",False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ninja Stars,1,0.0,False,False,skill_icon_0004_6_4.png,"[778, 777]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%']",False,True,False,100.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dragon Attack,2,3.0,False,False,skill_icon_0004_1_5.png,"[778, 777]","['Damage +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,25.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dragon Attack,2,3.0,False,False,skill_icon_0004_8_4.png,"[246, 245]","['Damage +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,25.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Simple Solution,3,4.0,False,False,skill_icon_0004_4_5.png,"[778, 777]","['Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,50.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,True,False,False,25.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sensation,3,5.0,False,True,skill_icon_0004_6_3.png,"[675, 674]","['Damage +10%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",True,False,False,50.0,False,False,False,1.0,False,False,False,False,,True,False,False,75.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Storm and Gale,3,5.0,False,False,skill_icon_0004_3_5.png,"[535, 536]","['Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,100.0,True,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Clear Water (Passive),3,0.0,True,False,skill_icon_0004_4_2.png,"[1057, 602, 603]",[],False,False,True,-1.0,False,False,False,20.0,False,False,False,False,If not attacked by crit,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Narrow Escape (Passive),3,0.0,True,False,skill_icon_0004_2_5.png,"[246, 245]",[],False,False,True,-1.0,False,True,False,50.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
