id,url,com2us_id,family_id,name,awaken_level,element,archetype,skill_ups_to_max,max_lvl_hp,max_lvl_attack,max_lvl_defense,speed,crit_rate,crit_damage,resistance,accuracy
416,https://swarfarm.com/api/v2/monsters/416/,10114,10100,Neal,1,Light,Support,15.0,10545,681,428,101,15,50,15,0
417,https://swarfarm.com/api/v2/monsters/417/,19104,19100,Fairy Queen,0,Light,Support,16.0,9060,604,439,102,15,50,15,0
418,https://swarfarm.com/api/v2/monsters/418/,19114,19100,Fran,1,Light,Support,16.0,10215,670,461,103,15,50,15,0
419,https://swarfarm.com/api/v2/monsters/419/,10904,10900,Garuda,0,Light,Support,15.0,8730,516,549,94,15,50,15,0
420,https://swarfarm.com/api/v2/monsters/420/,10914,10900,Teon,1,Light,Support,15.0,9555,571,604,95,15,50,15,0
421,https://swarfarm.com/api/v2/monsters/421/,11404,11400,Golem,0,Light,Defense,7.0,9720,340,659,90,15,50,15,0
422,https://swarfarm.com/api/v2/monsters/422/,11414,11400,Groggo,1,Light,Defense,7.0,10875,362,725,91,15,50,15,0
423,https://swarfarm.com/api/v2/monsters/423/,11504,11500,Griffon,0,Light,Defense,7.0,9885,439,549,110,15,50,15,0
424,https://swarfarm.com/api/v2/monsters/424/,11514,11500,Shamann,1,Light,Defense,7.0,11040,472,604,111,15,50,15,0
425,https://swarfarm.com/api/v2/monsters/425/,16004,16000,Grim Reaper,0,Light,Attack,14.0,7410,714,439,90,15,50,15,0
426,https://swarfarm.com/api/v2/monsters/426/,16014,16000,Prom,1,Light,Attack,14.0,7905,911,373,91,15,50,15,0
427,https://swarfarm.com/api/v2/monsters/427/,12104,12100,Harpu,0,Light,Attack,7.0,8565,571,505,104,15,50,15,0
428,https://swarfarm.com/api/v2/monsters/428/,12114,12100,Sia,1,Light,Attack,11.0,9225,670,527,105,15,50,15,0
429,https://swarfarm.com/api/v2/monsters/429/,10504,10500,Harpy,0,Light,Attack,14.0,7080,681,494,104,15,50,15,0
430,https://swarfarm.com/api/v2/monsters/430/,10514,10500,Kabilla,1,Light,Attack,14.0,7410,780,538,120,15,50,15,0
431,https://swarfarm.com/api/v2/monsters/431/,12004,12000,High Elemental,0,Light,Support,10.0,9060,659,384,103,15,50,15,0
432,https://swarfarm.com/api/v2/monsters/432/,12014,12000,Shren,1,Light,Support,11.0,10380,725,395,104,15,50,15,0
433,https://swarfarm.com/api/v2/monsters/433/,15804,15800,Imp Champion,0,Light,Defense,10.0,7905,549,571,101,15,50,15,0
434,https://swarfarm.com/api/v2/monsters/434/,15814,15800,Shaffron,1,Light,Defense,10.0,8895,604,615,102,30,50,15,0
435,https://swarfarm.com/api/v2/monsters/435/,11704,11700,Inferno,0,Light,Attack,10.0,6750,790,406,94,15,50,15,0
436,https://swarfarm.com/api/v2/monsters/436/,11714,11700,Eludain,1,Light,Attack,10.0,7740,867,428,95,15,50,15,0
437,https://swarfarm.com/api/v2/monsters/437/,11004,11000,Inugami,0,Light,Defense,10.0,9060,439,604,107,15,50,15,0
438,https://swarfarm.com/api/v2/monsters/438/,11014,11000,Belladeon,1,Light,Defense,10.0,9885,472,681,108,15,50,15,0
439,https://swarfarm.com/api/v2/monsters/439/,16504,16500,Living Armor,0,Light,Defense,18.0,9060,450,593,97,15,50,15,0
440,https://swarfarm.com/api/v2/monsters/440/,16514,16500,Silver,1,Light,Defense,18.0,9720,461,703,98,15,50,15,25
441,https://swarfarm.com/api/v2/monsters/441/,17804,17800,Lizardman,0,Light,Defense,10.0,8235,549,549,102,15,50,15,0
442,https://swarfarm.com/api/v2/monsters/442/,17814,17800,Glinodon,1,Light,Defense,10.0,8730,604,626,103,30,50,15,0
443,https://swarfarm.com/api/v2/monsters/443/,15004,15000,Martial Cat,0,Light,HP,6.0,9885,549,439,103,15,50,15,0
444,https://swarfarm.com/api/v2/monsters/444/,15014,15000,Xiao Ling,1,Light,HP,6.0,11205,604,461,104,15,50,40,0
445,https://swarfarm.com/api/v2/monsters/445/,17704,17700,Minotauros,0,Light,HP,9.0,8565,527,549,98,15,50,15,0
446,https://swarfarm.com/api/v2/monsters/446/,17714,17700,Grotau,1,Light,HP,9.0,10215,571,560,99,15,50,15,0
447,https://swarfarm.com/api/v2/monsters/447/,15904,15900,Mystic Witch,0,Light,Attack,13.0,8235,637,461,96,15,50,15,0
448,https://swarfarm.com/api/v2/monsters/448/,15914,15900,Linda,1,Light,Attack,13.0,8895,714,505,97,15,50,15,0
449,https://swarfarm.com/api/v2/monsters/449/,18704,18700,Penguin Knight,0,Light,Support,10.0,8565,560,516,104,15,50,15,0
450,https://swarfarm.com/api/v2/monsters/450/,18714,18700,Dona,1,Light,Support,11.0,9720,615,549,105,15,50,15,0
451,https://swarfarm.com/api/v2/monsters/451/,11304,11300,Serpent,0,Light,HP,9.0,9555,494,516,99,15,50,15,0
452,https://swarfarm.com/api/v2/monsters/452/,11314,11300,Elpuria,1,Light,HP,9.0,10545,538,571,100,30,50,15,0
453,https://swarfarm.com/api/v2/monsters/453/,15204,15200,Vagabond,0,Light,Defense,13.0,8565,571,505,97,15,50,15,0
454,https://swarfarm.com/api/v2/monsters/454/,15214,15200,Darion,1,Light,Defense,13.0,10710,549,549,98,15,50,15,25
455,https://swarfarm.com/api/v2/monsters/455/,10704,10700,Warbear,0,Light,HP,10.0,10215,340,626,101,15,50,15,0
456,https://swarfarm.com/api/v2/monsters/456/,10714,10700,Lusha,1,Light,HP,13.0,11370,340,714,102,15,50,15,0
457,https://swarfarm.com/api/v2/monsters/457/,14004,14000,Werewolf,0,Light,HP,11.0,11040,439,472,99,15,50,15,0
458,https://swarfarm.com/api/v2/monsters/458/,14014,14000,Eshir,1,Light,HP,11.0,12840,472,483,115,15,50,15,0
459,https://swarfarm.com/api/v2/monsters/459/,14905,14900,Amazon,0,Dark,Attack,14.0,7410,736,417,101,15,50,15,0
460,https://swarfarm.com/api/v2/monsters/460/,14915,14900,Mara,1,Dark,Attack,14.0,7740,911,384,102,15,50,15,0
461,https://swarfarm.com/api/v2/monsters/461/,19005,19000,Battle Mammoth,0,Dark,Defense,13.0,9060,439,604,98,15,50,15,0
462,https://swarfarm.com/api/v2/monsters/462/,19015,19000,Basalt,1,Dark,Defense,13.0,9885,439,714,99,15,50,15,0
463,https://swarfarm.com/api/v2/monsters/463/,13705,13700,Bearman,0,Dark,HP,7.0,9225,461,571,100,15,50,15,0
464,https://swarfarm.com/api/v2/monsters/464/,13715,13700,Haken,1,Dark,HP,12.0,11205,461,604,101,15,50,15,0
465,https://swarfarm.com/api/v2/monsters/465/,18505,18500,Beast Hunter,0,Dark,Attack,13.0,8565,615,461,99,15,50,15,0
466,https://swarfarm.com/api/v2/monsters/466/,18515,18500,Hanra,1,Dark,Attack,13.0,8730,747,483,100,15,50,15,0
467,https://swarfarm.com/api/v2/monsters/467/,15605,15600,Bounty Hunter,0,Dark,Attack,11.0,7905,593,527,94,15,50,15,0
468,https://swarfarm.com/api/v2/monsters/468/,15615,15600,Jamie,1,Dark,Attack,11.0,8400,703,549,110,15,50,15,0
469,https://swarfarm.com/api/v2/monsters/469/,19305,19300,Cow Girl,0,Dark,Attack,13.0,7740,659,472,101,15,50,15,0
470,https://swarfarm.com/api/v2/monsters/470/,19315,19300,Cassie,1,Dark,Attack,13.0,8565,769,472,102,30,50,15,0
471,https://swarfarm.com/api/v2/monsters/471/,17205,17200,Drunken Master,0,Dark,Attack,14.0,7080,659,516,98,15,50,15,0
472,https://swarfarm.com/api/v2/monsters/472/,17215,17200,Wei Shin,1,Dark,Attack,14.0,7905,769,516,99,30,50,15,0
473,https://swarfarm.com/api/v2/monsters/473/,10805,10800,Elemental,0,Dark,Attack,10.0,7740,681,450,106,15,50,15,0
474,https://swarfarm.com/api/v2/monsters/474/,10815,10800,Camules,1,Dark,Attack,10.0,8565,747,494,122,15,50,15,0
475,https://swarfarm.com/api/v2/monsters/475/,15305,15300,Epikion Priest,0,Dark,HP,14.0,7740,582,549,95,15,50,15,0
476,https://swarfarm.com/api/v2/monsters/476/,15315,15300,Rasheed,1,Dark,HP,14.0,10875,538,549,96,15,50,40,0
477,https://swarfarm.com/api/v2/monsters/477/,11405,11400,Golem,0,Dark,Defense,9.0,9225,384,648,88,15,50,15,0
478,https://swarfarm.com/api/v2/monsters/478/,11415,11400,Maggi,1,Dark,Defense,9.0,9885,384,769,104,15,50,15,0
479,https://swarfarm.com/api/v2/monsters/479/,11505,11500,Griffon,0,Dark,Defense,7.0,10545,450,494,110,15,50,15,0
480,https://swarfarm.com/api/v2/monsters/480/,11515,11500,Varus,1,Dark,Defense,7.0,11700,483,549,111,15,50,15,0
481,https://swarfarm.com/api/v2/monsters/481/,16005,16000,Grim Reaper,0,Dark,Attack,13.0,9885,659,329,90,15,50,15,0
482,https://swarfarm.com/api/v2/monsters/482/,16015,16000,Thrain,1,Dark,Attack,13.0,10215,823,307,91,15,50,15,0
483,https://swarfarm.com/api/v2/monsters/483/,12105,12100,Harpu,0,Dark,Attack,14.0,8400,571,516,103,15,50,15,0
484,https://swarfarm.com/api/v2/monsters/484/,12115,12100,Seren,1,Dark,Attack,14.0,8895,659,560,104,15,50,15,0
485,https://swarfarm.com/api/v2/monsters/485/,10505,10500,Harpy,0,Dark,Attack,12.0,7245,703,461,103,15,50,15,0
486,https://swarfarm.com/api/v2/monsters/486/,10515,10500,Hellea,1,Dark,Attack,17.0,7575,801,505,104,15,50,15,0
487,https://swarfarm.com/api/v2/monsters/487/,10605,10600,Hellhound,0,Dark,Attack,10.0,6255,758,472,112,15,50,15,0
488,https://swarfarm.com/api/v2/monsters/488/,10615,10600,Shumar,1,Dark,Attack,10.0,7575,834,472,113,30,50,15,0
489,https://swarfarm.com/api/v2/monsters/489/,12005,12000,High Elemental,0,Dark,Attack,8.0,5595,801,472,103,15,50,15,0
490,https://swarfarm.com/api/v2/monsters/490/,12015,12000,Jumaline,1,Dark,Attack,8.0,7245,867,461,104,15,50,15,0
491,https://swarfarm.com/api/v2/monsters/491/,15805,15800,Imp Champion,0,Dark,Attack,12.0,7245,681,483,101,15,50,15,0
492,https://swarfarm.com/api/v2/monsters/492/,15815,15800,Loque,1,Dark,Attack,12.0,8070,747,527,102,30,50,15,0
493,https://swarfarm.com/api/v2/monsters/493/,11705,11700,Inferno,0,Dark,Attack,9.0,5595,845,428,94,15,50,15,0
494,https://swarfarm.com/api/v2/monsters/494/,11715,11700,Drogan,1,Dark,Attack,9.0,8400,878,373,95,15,50,15,0
495,https://swarfarm.com/api/v2/monsters/495/,11005,11000,Inugami,0,Dark,Attack,8.0,8235,582,516,107,15,50,15,0
496,https://swarfarm.com/api/v2/monsters/496/,11015,11000,Kro,1,Dark,Attack,10.0,9060,626,582,108,15,50,15,0
497,https://swarfarm.com/api/v2/monsters/497/,16505,16500,Living Armor,0,Dark,Defense,17.0,8730,494,571,97,15,50,15,0
498,https://swarfarm.com/api/v2/monsters/498/,16515,16500,Zinc,1,Dark,Defense,17.0,9885,483,670,98,30,50,15,0
499,https://swarfarm.com/api/v2/monsters/499/,17805,17800,Lizardman,0,Dark,Defense,11.0,8400,516,571,102,15,50,15,0
500,https://swarfarm.com/api/v2/monsters/500/,17815,17800,Devinodon,1,Dark,Defense,11.0,9060,593,615,103,15,50,15,25
501,https://swarfarm.com/api/v2/monsters/501/,15005,15000,Martial Cat,0,Dark,Attack,8.0,7080,703,472,103,15,50,15,0
502,https://swarfarm.com/api/v2/monsters/502/,15015,15000,Miho,1,Dark,Attack,8.0,9060,703,505,119,15,50,15,0
503,https://swarfarm.com/api/v2/monsters/503/,17705,17700,Minotauros,0,Dark,HP,10.0,8400,549,538,98,15,50,15,0
504,https://swarfarm.com/api/v2/monsters/504/,17715,17700,Kamatau,1,Dark,HP,10.0,10050,593,549,99,15,50,15,0
505,https://swarfarm.com/api/v2/monsters/505/,15905,15900,Mystic Witch,0,Dark,Attack,11.0,9060,593,450,96,15,50,15,0
506,https://swarfarm.com/api/v2/monsters/506/,15915,15900,Gina,1,Dark,Attack,15.0,9555,692,483,97,15,50,15,0
507,https://swarfarm.com/api/v2/monsters/507/,18705,18700,Penguin Knight,0,Dark,HP,10.0,9060,560,483,104,15,50,15,0
508,https://swarfarm.com/api/v2/monsters/508/,18803,18800,Barbaric King,0,Wind,Attack,12.0,9390,604,582,102,15,50,15,0
509,https://swarfarm.com/api/v2/monsters/509/,11305,11300,Serpent,0,Dark,HP,9.0,9060,560,483,99,15,50,15,0
510,https://swarfarm.com/api/v2/monsters/510/,11315,11300,Mantura,1,Dark,HP,13.0,9885,604,549,100,15,50,15,0
511,https://swarfarm.com/api/v2/monsters/511/,18405,18400,Taoist,0,Dark,HP,14.0,8400,549,538,103,15,50,15,0
512,https://swarfarm.com/api/v2/monsters/512/,18415,18400,Woonhak,1,Dark,HP,14.0,9885,637,516,104,30,50,15,0
513,https://swarfarm.com/api/v2/monsters/513/,15205,15200,Vagabond,0,Dark,Defense,13.0,8730,483,582,97,15,50,15,0
514,https://swarfarm.com/api/v2/monsters/514/,15215,15200,Jubelle,1,Dark,Defense,13.0,9885,494,659,113,15,50,15,0
515,https://swarfarm.com/api/v2/monsters/515/,14805,14800,Viking,0,Dark,HP,11.0,8235,516,582,96,15,50,15,0
516,https://swarfarm.com/api/v2/monsters/516/,14815,14800,Janssen,1,Dark,HP,17.0,11700,483,549,97,15,50,15,0
517,https://swarfarm.com/api/v2/monsters/517/,14005,14000,Werewolf,0,Dark,HP,9.0,9555,505,505,99,15,50,15,0
518,https://swarfarm.com/api/v2/monsters/518/,14015,14000,Jultan,1,Dark,HP,9.0,11370,560,494,115,15,50,15,0
519,https://swarfarm.com/api/v2/monsters/519/,10405,10400,Yeti,0,Dark,HP,10.0,10215,450,516,100,15,50,15,0
520,https://swarfarm.com/api/v2/monsters/520/,18813,18800,Hraesvelg,1,Wind,Attack,12.0,10215,747,549,103,15,50,40,0
521,https://swarfarm.com/api/v2/monsters/521/,18003,18000,Brownie Magician,0,Wind,Attack,9.0,9060,593,615,105,15,50,15,0
522,https://swarfarm.com/api/v2/monsters/522/,18013,18000,Aquila,1,Wind,Attack,9.0,9555,747,593,106,15,50,15,0
523,https://swarfarm.com/api/v2/monsters/523/,16203,16200,Death Knight,0,Wind,HP,13.0,11040,527,549,100,15,50,15,0
524,https://swarfarm.com/api/v2/monsters/524/,16213,16200,Briand,1,Wind,HP,13.0,12840,527,593,116,15,50,15,0
525,https://swarfarm.com/api/v2/monsters/525/,13403,13400,Joker,0,Wind,Attack,9.0,8730,812,417,102,15,50,15,0
526,https://swarfarm.com/api/v2/monsters/526/,13413,13400,Lushen,1,Wind,Attack,13.0,9225,900,461,103,15,50,15,0
527,https://swarfarm.com/api/v2/monsters/527/,18103,18100,Kobold Bomber,0,Wind,Attack,8.0,9060,670,538,98,15,50,15,0
528,https://swarfarm.com/api/v2/monsters/528/,18113,18100,Taurus,1,Wind,Attack,12.0,9225,790,571,99,15,50,15,0
529,https://swarfarm.com/api/v2/monsters/529/,17303,17300,Kung Fu Girl,0,Wind,Attack,8.0,8565,626,615,101,15,50,15,0
530,https://swarfarm.com/api/v2/monsters/530/,17313,17300,Ling Ling,1,Wind,Attack,12.0,8895,758,626,102,15,50,15,0
531,https://swarfarm.com/api/v2/monsters/531/,16303,16300,Lich,0,Wind,HP,10.0,9885,637,516,95,15,50,15,0
532,https://swarfarm.com/api/v2/monsters/532/,16313,16300,Fuco,1,Wind,HP,10.0,10875,703,549,96,15,50,15,0
533,https://swarfarm.com/api/v2/monsters/533/,11203,11200,Nine-tailed Fox,0,Wind,Attack,12.0,8730,845,384,101,15,50,15,0
534,https://swarfarm.com/api/v2/monsters/534/,11213,11200,Arang,1,Wind,Attack,12.0,9885,944,373,102,15,50,15,0
535,https://swarfarm.com/api/v2/monsters/535/,13503,13500,Ninja,0,Wind,HP,11.0,10050,703,439,106,15,50,15,0
536,https://swarfarm.com/api/v2/monsters/536/,13513,13500,Orochi,1,Wind,HP,11.0,11535,769,439,107,15,50,15,0
537,https://swarfarm.com/api/v2/monsters/537/,14103,14100,Phantom Thief,0,Wind,Attack,14.0,7410,747,571,104,15,50,15,0
538,https://swarfarm.com/api/v2/monsters/538/,14113,14100,Julien,1,Wind,Attack,14.0,7740,944,516,105,15,50,15,0
539,https://swarfarm.com/api/v2/monsters/539/,13903,13900,Pierret,0,Wind,Attack,11.0,8730,812,417,102,15,50,15,0
540,https://swarfarm.com/api/v2/monsters/540/,13913,13900,Sophia,1,Wind,Attack,11.0,9555,900,439,103,15,50,15,0
541,https://swarfarm.com/api/v2/monsters/541/,15503,15500,Rakshasa,0,Wind,Attack,10.0,9555,692,483,103,15,50,15,0
542,https://swarfarm.com/api/v2/monsters/542/,15513,15500,Yen,1,Wind,Attack,10.0,10215,780,516,104,30,50,15,0
543,https://swarfarm.com/api/v2/monsters/543/,16903,16900,Samurai,0,Wind,Attack,16.0,9555,670,505,102,15,50,15,0
544,https://swarfarm.com/api/v2/monsters/544/,16913,16900,Kaito,1,Wind,Attack,16.0,9060,867,505,103,15,50,15,25
545,https://swarfarm.com/api/v2/monsters/545/,18303,18300,Sky Dancer,0,Wind,Support,10.0,9225,626,571,100,15,50,15,0
546,https://swarfarm.com/api/v2/monsters/546/,18313,18300,Chasun,1,Wind,Support,10.0,11040,659,582,101,15,50,40,0
547,https://swarfarm.com/api/v2/monsters/547/,13303,13300,Succubus,0,Wind,Attack,14.0,8730,659,571,105,15,50,15,0
548,https://swarfarm.com/api/v2/monsters/548/,11803,11800,Sylph,0,Wind,Attack,9.0,9390,758,428,105,15,50,15,0
549,https://swarfarm.com/api/v2/monsters/549/,11813,11800,Shimitae,1,Wind,Attack,9.0,10215,834,461,106,15,50,15,0
550,https://swarfarm.com/api/v2/monsters/550/,11903,11900,Sylphid,0,Wind,Support,10.0,10050,549,593,103,15,50,15,0
551,https://swarfarm.com/api/v2/monsters/551/,11913,11900,Acasis,1,Wind,Support,10.0,11370,571,648,104,15,50,15,0
552,https://swarfarm.com/api/v2/monsters/552/,18403,18400,Taoist,0,Wind,Defense,13.0,8565,615,626,103,15,50,15,0
553,https://swarfarm.com/api/v2/monsters/553/,18413,18400,Woochi,1,Wind,Defense,13.0,9225,670,692,104,15,50,15,25
554,https://swarfarm.com/api/v2/monsters/554/,11603,11600,Undine,0,Wind,Support,8.0,10215,472,659,95,15,50,15,0
555,https://swarfarm.com/api/v2/monsters/555/,11613,11600,Delphoi,1,Wind,Support,8.0,10875,549,703,96,15,50,15,0
556,https://swarfarm.com/api/v2/monsters/556/,14703,14700,Vampire,0,Wind,Attack,9.0,8565,725,516,98,15,50,15,0
557,https://swarfarm.com/api/v2/monsters/557/,14713,14700,Argen,1,Wind,Attack,13.0,9555,790,549,99,15,50,15,0
558,https://swarfarm.com/api/v2/monsters/558/,17003,17000,Archangel,0,Wind,Support,8.0,8565,725,681,99,15,50,15,0
559,https://swarfarm.com/api/v2/monsters/559/,17013,17000,Eladriel,1,Wind,Support,8.0,12015,626,714,115,15,50,15,0
560,https://swarfarm.com/api/v2/monsters/560/,17403,17400,Beast Monk,0,Wind,HP,11.0,11205,626,604,100,15,50,15,0
561,https://swarfarm.com/api/v2/monsters/561/,17413,17400,Ritesh,1,Wind,HP,11.0,13500,637,604,101,15,50,15,0
562,https://swarfarm.com/api/v2/monsters/562/,14603,14600,Chimera,0,Wind,Attack,10.0,11535,626,582,94,15,50,15,0
563,https://swarfarm.com/api/v2/monsters/563/,14613,14600,Lagmaron,1,Wind,Attack,10.0,11535,801,571,110,15,50,15,0
564,https://swarfarm.com/api/v2/monsters/564/,14403,14400,Dragon,0,Wind,Support,10.0,9885,659,659,97,15,50,15,0
565,https://swarfarm.com/api/v2/monsters/565/,14413,14400,Jamire,1,Wind,Support,10.0,10710,714,714,113,15,50,15,0
566,https://swarfarm.com/api/v2/monsters/566/,16603,16600,Dragon Knight,0,Wind,Support,9.0,10710,681,582,99,15,50,15,0
567,https://swarfarm.com/api/v2/monsters/567/,16613,16600,Leo,1,Wind,Support,9.0,11850,714,637,100,15,50,40,0
568,https://swarfarm.com/api/v2/monsters/568/,17903,17900,Hell Lady,0,Wind,Attack,14.0,10380,670,615,103,15,50,15,0
569,https://swarfarm.com/api/v2/monsters/569/,17913,17900,Ethna,1,Wind,Attack,14.0,10380,845,604,119,15,50,15,0
570,https://swarfarm.com/api/v2/monsters/570/,19203,19200,Ifrit,0,Wind,Attack,15.0,9060,758,615,99,15,50,15,0
571,https://swarfarm.com/api/v2/monsters/571/,19213,19200,Akhamamir,1,Wind,Attack,15.0,11370,812,571,100,30,50,15,0
572,https://swarfarm.com/api/v2/monsters/572/,16803,16800,Monkey King,0,Wind,HP,9.0,10710,626,637,101,15,50,15,0
573,https://swarfarm.com/api/v2/monsters/573/,16813,16800,Xing Zhe,1,Wind,HP,9.0,11700,703,659,117,15,50,15,0
574,https://swarfarm.com/api/v2/monsters/574/,16103,16100,Occult Girl,0,Wind,Attack,13.0,10380,692,593,104,15,50,15,0
575,https://swarfarm.com/api/v2/monsters/575/,16113,16100,Charlotte,1,Wind,Attack,13.0,10380,845,604,105,15,50,15,25
576,https://swarfarm.com/api/v2/monsters/576/,15703,15700,Oracle,0,Wind,Attack,11.0,9885,714,604,99,15,50,15,0
577,https://swarfarm.com/api/v2/monsters/577/,15713,15700,Seara,1,Wind,Attack,11.0,10875,801,615,100,15,50,15,25
578,https://swarfarm.com/api/v2/monsters/578/,14503,14500,Phoenix,0,Wind,Attack,14.0,8400,1010,406,98,15,50,15,0
579,https://swarfarm.com/api/v2/monsters/579/,14513,14500,Teshar,1,Wind,Attack,14.0,9555,1098,406,114,15,50,15,0
580,https://swarfarm.com/api/v2/monsters/580/,18603,18600,Pioneer,0,Wind,HP,13.0,11040,736,505,102,15,50,15,0
581,https://swarfarm.com/api/v2/monsters/581/,18613,18600,Pungbaek,1,Wind,HP,13.0,12180,812,516,103,30,50,15,0
582,https://swarfarm.com/api/v2/monsters/582/,18903,18900,Polar Queen,0,Wind,Support,10.0,10380,692,593,95,15,50,15,0
583,https://swarfarm.com/api/v2/monsters/583/,18913,18900,Tiana,1,Wind,Support,10.0,11850,725,626,96,15,50,40,0
584,https://swarfarm.com/api/v2/monsters/584/,13803,13800,Valkyrja,0,Wind,Attack,9.0,9720,769,560,100,15,50,15,0
585,https://swarfarm.com/api/v2/monsters/585/,13813,13800,Katarina,1,Wind,Attack,9.0,11205,801,593,116,15,50,15,0
586,https://swarfarm.com/api/v2/monsters/586/,18801,18800,Barbaric King,0,Water,Attack,13.0,9390,637,549,102,15,50,15,0
587,https://swarfarm.com/api/v2/monsters/587/,18811,18800,Aegir,1,Water,Attack,13.0,10215,725,571,103,15,50,15,25
588,https://swarfarm.com/api/v2/monsters/588/,18001,18000,Brownie Magician,0,Water,Support,10.0,9225,582,615,105,15,50,15,0
589,https://swarfarm.com/api/v2/monsters/589/,18011,18000,Orion,1,Water,Support,10.0,10215,637,659,106,15,50,15,0
590,https://swarfarm.com/api/v2/monsters/590/,16201,16200,Death Knight,0,Water,Support,11.0,9060,604,604,100,15,50,15,0
591,https://swarfarm.com/api/v2/monsters/591/,16211,16200,Fedora,1,Water,Support,11.0,9885,659,659,101,15,50,15,25
592,https://swarfarm.com/api/v2/monsters/592/,13401,13400,Joker,0,Water,Attack,9.0,9555,769,406,102,15,50,15,0
593,https://swarfarm.com/api/v2/monsters/593/,13411,13400,Sian,1,Water,Attack,12.0,10545,834,439,103,15,50,15,0
594,https://swarfarm.com/api/v2/monsters/594/,18101,18100,Kobold Bomber,0,Water,Attack,8.0,8235,714,549,98,15,50,15,0
595,https://swarfarm.com/api/v2/monsters/595/,18111,18100,Malaka,1,Water,Attack,13.0,8565,812,593,99,15,50,15,0
596,https://swarfarm.com/api/v2/monsters/596/,17301,17300,Kung Fu Girl,0,Water,Attack,8.0,8235,604,659,101,15,50,15,0
597,https://swarfarm.com/api/v2/monsters/597/,17311,17300,Xiao Lin,1,Water,Attack,12.0,8730,736,659,102,15,50,15,0
598,https://swarfarm.com/api/v2/monsters/598/,16301,16300,Lich,0,Water,Support,10.0,9885,582,582,95,15,50,15,0
599,https://swarfarm.com/api/v2/monsters/599/,16311,16300,Rigel,1,Water,Support,10.0,10710,637,626,96,15,50,15,0
600,https://swarfarm.com/api/v2/monsters/600/,11201,11200,Nine-tailed Fox,0,Water,Attack,12.0,7410,769,549,101,15,50,15,0
601,https://swarfarm.com/api/v2/monsters/601/,11211,11200,Soha,1,Water,Attack,12.0,8235,878,549,102,15,50,15,0
602,https://swarfarm.com/api/v2/monsters/602/,13501,13500,Ninja,0,Water,Attack,8.0,7080,845,494,106,15,50,15,0
603,https://swarfarm.com/api/v2/monsters/603/,13511,13500,Susano,1,Water,Attack,8.0,8070,911,527,107,15,50,15,0
604,https://swarfarm.com/api/v2/monsters/604/,14101,14100,Phantom Thief,0,Water,Support,12.0,9390,571,615,104,15,50,15,0
605,https://swarfarm.com/api/v2/monsters/605/,14111,14100,Luer,1,Water,Support,12.0,10710,659,604,105,15,50,15,0
606,https://swarfarm.com/api/v2/monsters/606/,13901,13900,Pierret,0,Water,Attack,12.0,9720,758,406,102,15,50,15,0
607,https://swarfarm.com/api/v2/monsters/607/,13911,13900,Julie,1,Water,Attack,12.0,10545,834,439,103,15,50,15,0
608,https://swarfarm.com/api/v2/monsters/608/,15501,15500,Rakshasa,0,Water,Attack,14.0,9225,681,516,103,15,50,15,0
609,https://swarfarm.com/api/v2/monsters/609/,15511,15500,Su,1,Water,Attack,14.0,9885,769,549,104,30,50,15,0
610,https://swarfarm.com/api/v2/monsters/610/,16901,16900,Samurai,0,Water,Attack,16.0,9060,659,549,102,15,50,15,0
611,https://swarfarm.com/api/v2/monsters/611/,16911,16900,Kaz,1,Water,Attack,16.0,8565,856,549,103,15,50,15,25
612,https://swarfarm.com/api/v2/monsters/612/,18301,18300,Sky Dancer,0,Water,Support,13.0,9555,626,549,100,15,50,15,0
613,https://swarfarm.com/api/v2/monsters/613/,18311,18300,Mihyang,1,Water,Support,13.0,11205,670,560,101,15,50,15,0
614,https://swarfarm.com/api/v2/monsters/614/,13301,13300,Succubus,0,Water,Attack,13.0,9390,604,582,105,15,50,15,0
615,https://swarfarm.com/api/v2/monsters/615/,13311,13300,Izaria,1,Water,Attack,13.0,10050,747,560,106,15,50,15,0
616,https://swarfarm.com/api/v2/monsters/616/,11801,11800,Sylph,0,Water,Attack,11.0,9885,659,494,104,15,50,15,0
617,https://swarfarm.com/api/v2/monsters/617/,11811,11800,Tyron,1,Water,Attack,11.0,10875,725,527,105,15,50,15,0
618,https://swarfarm.com/api/v2/monsters/618/,11901,11900,Sylphid,0,Water,Support,10.0,11700,417,615,102,15,50,15,0
619,https://swarfarm.com/api/v2/monsters/619/,11911,11900,Lumirecia,1,Water,Support,10.0,12840,439,681,103,15,50,15,0
620,https://swarfarm.com/api/v2/monsters/620/,18401,18400,Taoist,0,Water,Attack,16.0,9390,692,494,103,15,50,15,0
621,https://swarfarm.com/api/v2/monsters/621/,18411,18400,Gildong,1,Water,Attack,16.0,8730,845,549,104,15,50,15,25
622,https://swarfarm.com/api/v2/monsters/622/,11601,11600,Undine,0,Water,Support,9.0,9885,527,626,95,15,50,15,0
623,https://swarfarm.com/api/v2/monsters/623/,11611,11600,Mikene,1,Water,Support,9.0,11040,560,681,96,15,50,15,0
624,https://swarfarm.com/api/v2/monsters/624/,14701,14700,Vampire,0,Water,HP,9.0,9885,604,549,98,15,50,15,0
625,https://swarfarm.com/api/v2/monsters/625/,14711,14700,Liesel,1,Water,HP,13.0,11535,670,538,99,15,50,15,0
626,https://swarfarm.com/api/v2/monsters/626/,17001,17000,Archangel,0,Water,Support,9.0,9555,593,747,99,15,50,15,0
