name,description,slot,cooltime,hits,passive,aoe,random,multiplier_formula,multiplier_formula_raw,scales_with,icon_filename,used_on,level_progress_description,other_skill,aoe_1,single_target_1,self_effect_1,chance_1,on_crit_1,on_death_1,random_1,quantity_1,all_1,self_hp_1,target_hp_1,damage_1,note_1,aoe_2,single_target_2,self_effect_2,chance_2,on_crit_2,on_death_2,random_2,quantity_2,all_2,self_hp_2,target_hp_2,damage_2,note_2,aoe_3,single_target_3,self_effect_3,chance_3,on_crit_3,on_death_3,random_3,quantity_3,all_3,self_hp_3,target_hp_3,damage_3,note_3,aoe_4,single_target_4,self_effect_4,chance_4,on_crit_4,on_death_4,random_4,quantity_4,all_4,self_hp_4,target_hp_4,damage_4,note_4,aoe_5,single_target_5,self_effect_5,chance_5,on_crit_5,on_death_5,random_5,quantity_5,all_5,self_hp_5,target_hp_5,damage_5,note_5,id_1,url_1,name_1,is_buff_1,type_1,id_2,url_2,name_2,is_buff_2,type_2,id_3,url_3,name_3,is_buff_3,type_3,id_4,url_4,name_4,is_buff_4,type_4,id_5,url_5,name_5,is_buff_5,type_5,upgrade_1,upgrade_2,upgrade_3,upgrade_4,upgrade_5,upgrade_6,upgrade_7,upgrade_8,upgrade_1_effect,upgrade_1_amount,upgrade_2_effect,upgrade_2_amount,upgrade_3_effect,upgrade_3_amount,upgrade_4_effect,upgrade_4_amount,upgrade_5_effect,upgrade_5_amount,upgrade_6_effect,upgrade_6_amount,upgrade_7_effect,upgrade_7_amount,upgrade_8_effect,upgrade_8_amount
Accurate Fire,Attacks the enemy to inflict damage that ignores all damage reduction effects.,1,0.0,1,False,False,False,4.5*{ATK},"[[""ATK"", ""*"", 4.5]]",['ATK'],skill_icon_0017_7_9.png,"[1268, 1265]","['Damage +5%', 'Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%', 'Damage +10%']",0.0,False,True,False,100.0,False,False,False,-1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,65.0,https://swarfarm.com/api/v2/skill-effects/65/,Ignore Damage Reduction,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}",-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,10,Damage +{0}%,10,-1,-1,-1,-1
Fire!,Attacks the enemy 3 times. Each attack has a 30% chance to decrease the Attack Bar by 30%.,1,0.0,3,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_8_0.png,"[1274, 1269]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,-1,-1,-1,-1,-1,-1,-1,-1
Fire!,Attacks the enemy 3 times. Each attack has a 30% chance to decrease the Attack Bar by 30%.,1,0.0,3,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_9_0.png,"[1270, 1275]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,-1,-1,-1,-1,-1,-1,-1,-1
Fire!,Attacks the enemy 3 times. Each attack has a 30% chance to decrease the Attack Bar by 30%.,1,0.0,3,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_0_1.png,"[1271, 1276]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,-1,-1,-1,-1,-1,-1,-1,-1
Fire!,Attacks the enemy 3 times. Each attack has a 30% chance to decrease the Attack Bar by 30%.,1,0.0,3,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_1_1.png,"[1272, 1277]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,-1,-1,-1,-1,-1,-1,-1,-1
Fire!,Attacks the enemy 3 times. Each attack has a 30% chance to decrease the Attack Bar by 30%.,1,0.0,3,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_2_1.png,"[1278, 1273]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,-1,-1,-1,-1,-1,-1,-1,-1
Wild Shot!,"Attacks all enemies several times, decreasing their Defense for 2 turns with a 50% chance each. Attacks up to 8 times as the no. of enemies is less.",2,4.0,8,False,True,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_3_1.png,"[1274, 1269]","['Damage +5%', 'Effect Rate +5%', 'Damage +15%', 'Effect Rate +15%', 'Cooltime Turn -1']",0.0,False,True,False,50.0,False,False,False,50.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Effect Rate +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Damage +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,15,Effect Rate +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Wild Shot!,"Attacks all enemies several times, decreasing their Defense for 2 turns with a 50% chance each. Attacks up to 8 times as the no. of enemies is less.",2,4.0,8,False,True,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_4_1.png,"[1270, 1275]","['Damage +5%', 'Effect Rate +5%', 'Damage +15%', 'Effect Rate +15%', 'Cooltime Turn -1']",0.0,False,True,False,50.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Effect Rate +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Damage +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,15,Effect Rate +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Focused 5 Shots,Attacks the enemy 5 times. Each attack has a 50% chance to remove 1 beneficial effect and inflict Continuous Damage for 1 turn.,2,4.0,5,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_5_1.png,"[1271, 1276]","['Damage +5%', 'Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",0.0,True,False,False,50.0,False,False,False,1.0,False,False,False,False,,True,False,False,50.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Wild Shot!,"Attacks all enemies several times, decreasing their Defense for 2 turns with a 50% chance each. Attacks up to 8 times as the no. of enemies is less.",2,4.0,8,False,True,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_6_1.png,"[1272, 1277]","['Damage +5%', 'Effect Rate +5%', 'Damage +15%', 'Effect Rate +15%', 'Cooltime Turn -1']",0.0,False,True,False,50.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Effect Rate +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Damage +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,15,Effect Rate +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Focused 5 Shots,Attacks the enemy 5 times. Each attack has a 50% chance to remove 1 beneficial effect and inflict Continuous Damage for 1 turn.,2,4.0,5,False,False,False,1.2*{ATK},"[[""ATK"", ""*"", 1.2]]",['ATK'],skill_icon_0018_7_1.png,"[1278, 1273]","['Damage +5%', 'Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",0.0,True,False,False,50.0,False,False,False,1.0,False,False,False,False,,True,False,False,50.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,26.0,https://swarfarm.com/api/v2/skill-effects/26/,Continuous DMG,False,Debuff,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Fatal Extinctive Bullet,"Attacks the enemy with a cannon gun, removes all beneficial effects granted on the target and blocks the target from receiving beneficial effects for 2 turns. Afterwards, inflicts damage on all enemies and decreases their Attack Bar by 70%.",3,5.0,1,False,True,False,3.5*{ATK},"[[""ATK"", ""*"", 3.5]]",['ATK'],skill_icon_0018_8_1.png,[1274],"['Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",2476.0,False,True,False,100.0,False,False,False,-1.0,True,False,False,False,,True,False,False,100.0,False,False,False,70.0,False,False,False,False,,True,False,False,-1.0,False,False,False,2.0,False,False,False,False,Only first hit,True,False,False,-1.0,False,False,False,1.0,False,False,False,False,Only first hit,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,22.0,https://swarfarm.com/api/v2/skill-effects/22/,Beneficial Effects Blocked,False,Debuff,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fatal Mortar Bullet,"Attacks the enemy with a cannon gun and weakens the Defense and leaves a Branding effect for 2 turns with a 90% chance each. Afterwards, inflicts damage on all enemies and destroys their MAX HP by 50% of the inflicted damage.",3,5.0,1,False,True,False,3.5*{ATK},"[[""ATK"", ""*"", 3.5]]",['ATK'],skill_icon_0018_9_1.png,[1275],"['Damage +10%', 'Effect Rate +10%', 'Damage +15%', 'Cooltime Turn -1']",2477.0,False,True,False,100.0,False,False,False,50.0,False,False,False,True,,False,True,False,90.0,False,False,False,2.0,False,False,False,False,,False,True,False,90.0,False,False,False,2.0,False,False,False,False,Only first hit,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,57.0,https://swarfarm.com/api/v2/skill-effects/57/,Destroy HP,False,Neutral,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,31.0,https://swarfarm.com/api/v2/skill-effects/31/,Brand,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Rolling Cannon,"Attacks the enemy target with a cannon gun, granting Oblivion for 2 turns, and attacks all enemies to deal damage proportional to the no. of allies alive. This attack won't land as a Glancing Hit.",4,5.0,2,False,True,False,5.7*{Alive Allies %}*{ATK},"[[""ATK"", ""*"", 1.0], [""*""], [5.7, ""ALIVE_RATE""]]","['Alive Allies %', 'ATK']",skill_icon_0018_3_2.png,[1276],"['Damage +10%', 'Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",0.0,True,False,False,-1.0,False,False,False,-1.0,False,False,False,False,In proportion to the number of allies alive,True,False,False,-1.0,False,False,False,-1.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,84.0,https://swarfarm.com/api/v2/skill-effects/84/,Increase Damage,True,Neutral,80.0,https://swarfarm.com/api/v2/skill-effects/80/,Guaranteed Crushing Hit,True,Neutral,32.0,https://swarfarm.com/api/v2/skill-effects/32/,Oblivious,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,10,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Fatal Armor Bullet,"Attacks the enemy with a cannon gun and absorbs Attack Bar by 100%. Afterwards, inflicts damage on all enemies and stuns them for 1 turn with a 30% chance.",3,5.0,2,False,True,False,3.5*{ATK},"[[""ATK"", ""*"", 3.5]]",['ATK'],skill_icon_0018_1_2.png,[1277],"['Damage +10%', 'Effect Rate +10%', 'Damage +15%', 'Cooltime Turn -1']",2478.0,False,True,False,100.0,False,False,False,100.0,True,False,False,False,,True,False,False,30.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,75.0,https://swarfarm.com/api/v2/skill-effects/75/,Absorb ATB,True,Neutral,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Burst Cannon,"Attacks the enemy with a cannon gun and destroys the target's MAX HP by 100% of the inflicted damage. Additionally, your Attack Bar increases in proportion to the amount of the enemy's HP you destroyed.",4,5.0,1,False,False,False,8.2*{ATK},"[[""ATK"", ""*"", 8.2]]",['ATK'],skill_icon_0018_4_2.png,[1278],"['Damage +10%', 'Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",0.0,False,True,False,-1.0,False,False,False,100.0,False,False,False,True,,False,False,True,-1.0,False,False,False,-1.0,False,False,False,False,% of enemy's destroyed HP,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,57.0,https://swarfarm.com/api/v2/skill-effects/57/,Destroy HP,False,Neutral,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,10,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Coy Revenge (Passive),Increases the damage to be dealt to an enemy on the next turn by 15% each time an ally is attacked. This effect accumulates up to 5 times and resets after you attack on your turn. [Automatic Effect],3,0.0,0,True,False,False,,[],[],skill_icon_0018_0_2.png,"[1271, 1276]",[],0.0,False,True,False,-1.0,False,False,False,15.0,False,False,False,False,"Each time an ally is attacked, stacks up to 5 times, resets after you attack on your turn",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,86.0,https://swarfarm.com/api/v2/skill-effects/86/,Accumulate ATK,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
One More Time! (Passive),"After attacking an enemy during your turn, attacks the enemy once again with [Fire!] skill. If the enemy is defeated with the first attack, you will attack another enemy with the same skill. [Automatic Effect]",3,0.0,1,True,False,False,,[],[],skill_icon_0018_2_2.png,"[1278, 1273]",[],0.0,False,False,True,-1.0,False,True,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,51.0,https://swarfarm.com/api/v2/skill-effects/51/,Additional Attack,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cyclone,"Attacks all enemies with a cyclone 2 times. Each attack has a 40% chance of increasing the enemy's chance of landing a Glancing Hit for 2 turns. Also, reduces the Attack Bar by 75% if you attack an enemy under the Decrease Attack Speed effect with each attack.",2,4.0,2,False,True,False,1.3*{ATK},"[[""ATK"", ""*"", 1.3]]",['ATK'],skill_icon_0018_5_2.png,[617],"['Damage +10%', 'Damage +10%', 'Effect Rate +10%', 'Cooltime Turn -1']",0.0,True,False,False,40.0,False,False,False,2.0,False,False,False,False,,True,False,False,100.0,False,False,False,75.0,False,False,False,False,If enemy has Dec. SPD effect,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,10,Damage +{0}%,10,Effect Rate +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
